Year,FSM,VR1 Band,VR Band of Student,Ethnic group of student,School denomination,Exam Score,Year_FEMALE,FSM_FEMALE,VR1 Band_FEMALE,VR Band of Student_FEMALE,Ethnic group of student_FEMALE,School denomination_FEMALE,Year_MALE,FSM_MALE,VR1 Band_MALE,VR Band of Student_MALE,Ethnic group of student_MALE,School denomination_MALE,Year_MIXED,FSM_MIXED,VR1 Band_MIXED,VR Band of Student_MIXED,Ethnic group of student_MIXED,School denomination_MIXED
2,46,20,1,1,3,1,0,0,0,0,0,0,2,46,20,1,1,3,0,0,0,0,0,0
2,46,20,3,1,3,10,0,0,0,0,0,0,2,46,20,3,1,3,0,0,0,0,0,0
2,46,20,2,5,3,14,0,0,0,0,0,0,2,46,20,2,5,3,0,0,0,0,0,0
2,46,20,3,1,3,6,0,0,0,0,0,0,2,46,20,3,1,3,0,0,0,0,0,0
2,46,20,3,5,3,14,0,0,0,0,0,0,2,46,20,3,5,3,0,0,0,0,0,0
2,46,20,3,11,3,14,0,0,0,0,0,0,2,46,20,3,11,3,0,0,0,0,0,0
2,46,20,1,11,3,11,0,0,0,0,0,0,2,46,20,1,11,3,0,0,0,0,0,0
2,46,20,1,1,3,7,0,0,0,0,0,0,2,46,20,1,1,3,0,0,0,0,0,0
2,46,20,2,1,3,15,0,0,0,0,0,0,2,46,20,2,1,3,0,0,0,0,0,0
2,46,20,2,5,3,6,0,0,0,0,0,0,2,46,20,2,5,3,0,0,0,0,0,0
2,46,20,3,1,3,20,0,0,0,0,0,0,2,46,20,3,1,3,0,0,0,0,0,0
2,46,20,3,1,3,4,0,0,0,0,0,0,2,46,20,3,1,3,0,0,0,0,0,0
2,46,20,3,11,3,5,0,0,0,0,0,0,2,46,20,3,11,3,0,0,0,0,0,0
2,46,20,1,1,3,1,0,0,0,0,0,0,2,46,20,1,1,3,0,0,0,0,0,0
2,46,20,3,11,3,8,0,0,0,0,0,0,2,46,20,3,11,3,0,0,0,0,0,0
2,46,20,2,1,3,13,0,0,0,0,0,0,2,46,20,2,1,3,0,0,0,0,0,0
2,46,20,2,1,3,7,0,0,0,0,0,0,2,46,20,2,1,3,0,0,0,0,0,0
2,46,20,3,1,3,13,0,0,0,0,0,0,2,46,20,3,1,3,0,0,0,0,0,0
3,46,22,3,1,3,3,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,1,1,3,9,0,0,0,0,0,0,3,46,22,1,1,3,0,0,0,0,0,0
3,46,22,3,1,3,2,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,1,1,3,2,0,0,0,0,0,0,3,46,22,1,1,3,0,0,0,0,0,0
3,46,22,2,1,3,18,0,0,0,0,0,0,3,46,22,2,1,3,0,0,0,0,0,0
3,46,22,3,1,3,29,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,2,1,3,27,0,0,0,0,0,0,3,46,22,2,1,3,0,0,0,0,0,0
3,46,22,2,1,3,44,0,0,0,0,0,0,3,46,22,2,1,3,0,0,0,0,0,0
3,46,22,2,1,3,45,0,0,0,0,0,0,3,46,22,2,1,3,0,0,0,0,0,0
3,46,22,3,1,3,2,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,3,1,3,6,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,2,1,3,24,0,0,0,0,0,0,3,46,22,2,1,3,0,0,0,0,0,0
3,46,22,1,1,3,7,0,0,0,0,0,0,3,46,22,1,1,3,0,0,0,0,0,0
3,46,22,3,11,3,13,0,0,0,0,0,0,3,46,22,3,11,3,0,0,0,0,0,0
3,46,22,3,5,3,26,0,0,0,0,0,0,3,46,22,3,5,3,0,0,0,0,0,0
3,46,22,2,1,3,37,0,0,0,0,0,0,3,46,22,2,1,3,0,0,0,0,0,0
3,46,22,3,6,3,16,0,0,0,0,0,0,3,46,22,3,6,3,0,0,0,0,0,0
3,46,22,2,11,3,50,0,0,0,0,0,0,3,46,22,2,11,3,0,0,0,0,0,0
3,46,22,1,5,3,13,0,0,0,0,0,0,3,46,22,1,5,3,0,0,0,0,0,0
3,46,22,3,1,3,29,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,3,11,3,20,0,0,0,0,0,0,3,46,22,3,11,3,0,0,0,0,0,0
3,46,22,3,5,3,15,0,0,0,0,0,0,3,46,22,3,5,3,0,0,0,0,0,0
3,46,22,3,5,3,16,0,0,0,0,0,0,3,46,22,3,5,3,0,0,0,0,0,0
3,46,22,3,1,3,18,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,3,1,3,3,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,3,1,3,32,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,3,1,3,9,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,3,5,3,4,0,0,0,0,0,0,3,46,22,3,5,3,0,0,0,0,0,0
3,46,22,2,1,3,25,0,0,0,0,0,0,3,46,22,2,1,3,0,0,0,0,0,0
3,46,22,3,1,3,10,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,1,1,3,6,0,0,0,0,0,0,3,46,22,1,1,3,0,0,0,0,0,0
3,46,22,3,1,3,27,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,3,1,3,19,0,0,0,0,0,0,3,46,22,3,1,3,0,0,0,0,0,0
3,46,22,2,1,3,40,0,0,0,0,0,0,3,46,22,2,1,3,0,0,0,0,0,0
1,36,31,3,11,3,42,0,0,0,0,0,0,1,36,31,3,11,3,0,0,0,0,0,0
1,36,31,2,11,3,2,0,0,0,0,0,0,1,36,31,2,11,3,0,0,0,0,0,0
1,36,31,2,1,3,50,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,2,1,3,48,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,2,2,3,22,0,0,0,0,0,0,1,36,31,2,2,3,0,0,0,0,0,0
1,36,31,3,1,3,5,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,3,2,3,16,0,0,0,0,0,0,1,36,31,3,2,3,0,0,0,0,0,0
1,36,31,3,1,3,26,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,2,3,19,0,0,0,0,0,0,1,36,31,2,2,3,0,0,0,0,0,0
1,36,31,1,2,3,4,0,0,0,0,0,0,1,36,31,1,2,3,0,0,0,0,0,0
1,36,31,2,5,3,49,0,0,0,0,0,0,1,36,31,2,5,3,0,0,0,0,0,0
1,36,31,1,1,3,8,0,0,0,0,0,0,1,36,31,1,1,3,0,0,0,0,0,0
1,36,31,3,11,3,10,0,0,0,0,0,0,1,36,31,3,11,3,0,0,0,0,0,0
1,36,31,3,1,3,7,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,3,1,3,1,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,1,9,3,8,0,0,0,0,0,0,1,36,31,1,9,3,0,0,0,0,0,0
1,36,31,3,5,3,21,0,0,0,0,0,0,1,36,31,3,5,3,0,0,0,0,0,0
1,36,31,3,2,3,15,0,0,0,0,0,0,1,36,31,3,2,3,0,0,0,0,0,0
1,36,31,3,1,3,3,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,3,5,3,18,0,0,0,0,0,0,1,36,31,3,5,3,0,0,0,0,0,0
1,36,31,3,1,3,3,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,3,1,3,9,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,11,3,31,0,0,0,0,0,0,1,36,31,2,11,3,0,0,0,0,0,0
1,36,31,2,1,3,28,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,2,1,3,17,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,3,1,3,6,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,5,3,17,0,0,0,0,0,0,1,36,31,2,5,3,0,0,0,0,0,0
1,36,31,3,11,3,19,0,0,0,0,0,0,1,36,31,3,11,3,0,0,0,0,0,0
1,36,31,1,5,3,11,0,0,0,0,0,0,1,36,31,1,5,3,0,0,0,0,0,0
1,36,31,3,1,3,17,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,1,2,3,4,0,0,0,0,0,0,1,36,31,1,2,3,0,0,0,0,0,0
1,36,31,2,1,3,51,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,3,1,3,11,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,1,3,17,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,3,1,3,21,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,5,3,25,0,0,0,0,0,0,1,36,31,2,5,3,0,0,0,0,0,0
1,36,31,3,1,3,5,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,1,3,11,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,2,2,3,45,0,0,0,0,0,0,1,36,31,2,2,3,0,0,0,0,0,0
1,36,31,3,1,3,12,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,3,1,3,16,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,1,3,32,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,3,1,3,22,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,3,5,3,20,0,0,0,0,0,0,1,36,31,3,5,3,0,0,0,0,0,0
1,36,31,3,1,3,18,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,1,1,3,6,0,0,0,0,0,0,1,36,31,1,1,3,0,0,0,0,0,0
1,36,31,3,2,3,23,0,0,0,0,0,0,1,36,31,3,2,3,0,0,0,0,0,0
1,36,31,3,1,3,20,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,1,3,20,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,3,1,3,16,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,3,1,3,15,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,2,1,3,45,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,2,1,3,45,0,0,0,0,0,0,1,36,31,2,1,3,0,0,0,0,0,0
1,36,31,3,1,3,13,0,0,0,0,0,0,1,36,31,3,1,3,0,0,0,0,0,0
1,36,31,1,2,3,21,0,0,0,0,0,0,1,36,31,1,2,3,0,0,0,0,0,0
1,36,31,1,1,3,5,0,0,0,0,0,0,1,36,31,1,1,3,0,0,0,0,0,0
2,48,23,2,1,3,36,0,0,0,0,0,0,2,48,23,2,1,3,0,0,0,0,0,0
2,48,23,3,1,3,20,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,2,1,3,40,0,0,0,0,0,0,2,48,23,2,1,3,0,0,0,0,0,0
2,48,23,1,5,3,8,0,0,0,0,0,0,2,48,23,1,5,3,0,0,0,0,0,0
2,48,23,2,9,3,23,0,0,0,0,0,0,2,48,23,2,9,3,0,0,0,0,0,0
2,48,23,1,5,3,13,0,0,0,0,0,0,2,48,23,1,5,3,0,0,0,0,0,0
2,48,23,3,11,3,8,0,0,0,0,0,0,2,48,23,3,11,3,0,0,0,0,0,0
2,48,23,2,1,3,43,0,0,0,0,0,0,2,48,23,2,1,3,0,0,0,0,0,0
2,48,23,3,5,3,34,0,0,0,0,0,0,2,48,23,3,5,3,0,0,0,0,0,0
2,48,23,2,1,3,22,0,0,0,0,0,0,2,48,23,2,1,3,0,0,0,0,0,0
2,48,23,3,1,3,13,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,1,5,3,11,0,0,0,0,0,0,2,48,23,1,5,3,0,0,0,0,0,0
2,48,23,2,1,3,26,0,0,0,0,0,0,2,48,23,2,1,3,0,0,0,0,0,0
2,48,23,3,5,3,19,0,0,0,0,0,0,2,48,23,3,5,3,0,0,0,0,0,0
2,48,23,3,1,3,20,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,2,1,3,26,0,0,0,0,0,0,2,48,23,2,1,3,0,0,0,0,0,0
2,48,23,3,1,3,25,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,3,8,3,9,0,0,0,0,0,0,2,48,23,3,8,3,0,0,0,0,0,0
2,48,23,2,11,3,22,0,0,0,0,0,0,2,48,23,2,11,3,0,0,0,0,0,0
2,48,23,1,5,3,5,0,0,0,0,0,0,2,48,23,1,5,3,0,0,0,0,0,0
2,48,23,3,1,3,9,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,3,1,3,7,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,1,11,3,17,0,0,0,0,0,0,2,48,23,1,11,3,0,0,0,0,0,0
2,48,23,1,5,3,16,0,0,0,0,0,0,2,48,23,1,5,3,0,0,0,0,0,0
2,48,23,3,2,3,20,0,0,0,0,0,0,2,48,23,3,2,3,0,0,0,0,0,0
2,48,23,3,1,3,8,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,1,1,3,8,0,0,0,0,0,0,2,48,23,1,1,3,0,0,0,0,0,0
2,48,23,2,1,3,23,0,0,0,0,0,0,2,48,23,2,1,3,0,0,0,0,0,0
2,48,23,3,1,3,6,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,1,1,3,6,0,0,0,0,0,0,2,48,23,1,1,3,0,0,0,0,0,0
2,48,23,3,5,3,5,0,0,0,0,0,0,2,48,23,3,5,3,0,0,0,0,0,0
2,48,23,3,11,3,30,0,0,0,0,0,0,2,48,23,3,11,3,0,0,0,0,0,0
2,48,23,3,1,3,14,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,3,1,3,11,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,1,9,3,20,0,0,0,0,0,0,2,48,23,1,9,3,0,0,0,0,0,0
2,48,23,3,5,3,25,0,0,0,0,0,0,2,48,23,3,5,3,0,0,0,0,0,0
2,48,23,3,1,3,8,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,3,1,3,12,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,3,1,3,17,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,3,5,3,30,0,0,0,0,0,0,2,48,23,3,5,3,0,0,0,0,0,0
2,48,23,3,1,3,5,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
2,48,23,3,5,3,13,0,0,0,0,0,0,2,48,23,3,5,3,0,0,0,0,0,0
2,48,23,3,5,3,6,0,0,0,0,0,0,2,48,23,3,5,3,0,0,0,0,0,0
2,48,23,3,2,3,14,0,0,0,0,0,0,2,48,23,3,2,3,0,0,0,0,0,0
2,48,23,3,1,3,21,0,0,0,0,0,0,2,48,23,3,1,3,0,0,0,0,0,0
3,48,28,2,5,3,31,0,0,0,0,0,0,3,48,28,2,5,3,0,0,0,0,0,0
3,48,28,3,5,3,11,0,0,0,0,0,0,3,48,28,3,5,3,0,0,0,0,0,0
3,48,28,2,1,3,22,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,3,5,3,8,0,0,0,0,0,0,3,48,28,3,5,3,0,0,0,0,0,0
3,48,28,3,1,3,23,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,3,1,3,14,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,3,1,3,15,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,2,1,3,30,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,3,1,3,26,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,2,1,3,27,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,2,1,3,18,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,3,1,3,5,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,3,1,3,13,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,2,1,3,33,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,1,1,3,4,0,0,0,0,0,0,3,48,28,1,1,3,0,0,0,0,0,0
3,48,28,3,11,3,40,0,0,0,0,0,0,3,48,28,3,11,3,0,0,0,0,0,0
3,48,28,2,1,3,10,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,1,5,3,16,0,0,0,0,0,0,3,48,28,1,5,3,0,0,0,0,0,0
3,48,28,1,1,3,9,0,0,0,0,0,0,3,48,28,1,1,3,0,0,0,0,0,0
3,48,28,2,1,3,25,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,2,1,3,34,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,2,11,3,18,0,0,0,0,0,0,3,48,28,2,11,3,0,0,0,0,0,0
3,48,28,2,5,3,31,0,0,0,0,0,0,3,48,28,2,5,3,0,0,0,0,0,0
3,48,28,2,5,3,34,0,0,0,0,0,0,3,48,28,2,5,3,0,0,0,0,0,0
3,48,28,3,2,3,20,0,0,0,0,0,0,3,48,28,3,2,3,0,0,0,0,0,0
3,48,28,3,1,3,12,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,3,11,3,1,0,0,0,0,0,0,3,48,28,3,11,3,0,0,0,0,0,0
3,48,28,3,1,3,27,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,2,1,3,34,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,3,1,3,5,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,2,5,3,32,0,0,0,0,0,0,3,48,28,2,5,3,0,0,0,0,0,0
3,48,28,2,1,3,11,0,0,0,0,0,0,3,48,28,2,1,3,0,0,0,0,0,0
3,48,28,3,1,3,22,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,3,1,3,31,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,2,2,3,22,0,0,0,0,0,0,3,48,28,2,2,3,0,0,0,0,0,0
3,48,28,2,5,3,37,0,0,0,0,0,0,3,48,28,2,5,3,0,0,0,0,0,0
3,48,28,3,1,3,29,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,3,11,3,23,0,0,0,0,0,0,3,48,28,3,11,3,0,0,0,0,0,0
3,48,28,3,1,3,19,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,3,1,3,14,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,3,1,3,15,0,0,0,0,0,0,3,48,28,3,1,3,0,0,0,0,0,0
3,48,28,2,11,3,38,0,0,0,0,0,0,3,48,28,2,11,3,0,0,0,0,0,0
3,48,28,1,1,3,20,0,0,0,0,0,0,3,48,28,1,1,3,0,0,0,0,0,0
1,16,38,2,1,3,16,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,1,3,32,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,5,3,17,0,0,0,0,0,0,1,16,38,3,5,3,0,0,0,0,0,0
1,16,38,2,5,3,40,0,0,0,0,0,0,1,16,38,2,5,3,0,0,0,0,0,0
1,16,38,3,1,3,26,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,1,3,28,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,1,3,29,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,2,2,3,47,0,0,0,0,0,0,1,16,38,2,2,3,0,0,0,0,0,0
1,16,38,2,1,3,24,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,1,3,18,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,1,3,26,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,2,1,3,42,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,1,3,16,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,1,3,14,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,1,1,3,3,0,0,0,0,0,0,1,16,38,1,1,3,0,0,0,0,0,0
1,16,38,2,1,3,21,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,2,11,3,20,0,0,0,0,0,0,1,16,38,2,11,3,0,0,0,0,0,0
1,16,38,3,1,3,16,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,1,3,16,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,2,1,3,35,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,2,1,3,40,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,2,1,3,26,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,1,3,11,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,2,1,3,9,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,2,3,28,0,0,0,0,0,0,1,16,38,3,2,3,0,0,0,0,0,0
1,16,38,3,1,3,11,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,7,3,16,0,0,0,0,0,0,1,16,38,3,7,3,0,0,0,0,0,0
1,16,38,3,1,3,16,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,2,1,3,21,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,2,1,3,16,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,1,3,14,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,2,1,3,13,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,2,1,3,23,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,2,1,3,18,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,1,3,17,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,1,11,3,21,0,0,0,0,0,0,1,16,38,1,11,3,0,0,0,0,0,0
1,16,38,3,1,3,26,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,11,3,18,0,0,0,0,0,0,1,16,38,3,11,3,0,0,0,0,0,0
1,16,38,3,1,3,12,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,2,1,3,26,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,1,3,16,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,3,1,3,13,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
1,16,38,2,1,3,23,0,0,0,0,0,0,1,16,38,2,1,3,0,0,0,0,0,0
1,16,38,3,1,3,18,0,0,0,0,0,0,1,16,38,3,1,3,0,0,0,0,0,0
2,29,43,2,1,3,13,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,2,1,3,27,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,2,1,3,15,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,2,1,3,35,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,3,1,3,7,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,3,7,3,29,0,0,0,0,0,0,2,29,43,3,7,3,0,0,0,0,0,0
2,29,43,3,1,3,13,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,3,1,3,23,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,3,11,3,12,0,0,0,0,0,0,2,29,43,3,11,3,0,0,0,0,0,0
2,29,43,2,1,3,23,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,2,1,3,39,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,3,1,3,32,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,3,11,3,15,0,0,0,0,0,0,2,29,43,3,11,3,0,0,0,0,0,0
2,29,43,2,5,3,27,0,0,0,0,0,0,2,29,43,2,5,3,0,0,0,0,0,0
2,29,43,3,1,3,15,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,1,1,3,16,0,0,0,0,0,0,2,29,43,1,1,3,0,0,0,0,0,0
2,29,43,2,5,3,19,0,0,0,0,0,0,2,29,43,2,5,3,0,0,0,0,0,0
2,29,43,3,2,3,27,0,0,0,0,0,0,2,29,43,3,2,3,0,0,0,0,0,0
2,29,43,3,1,3,7,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,2,1,3,46,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,3,1,3,10,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,2,1,3,28,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,1,1,3,15,0,0,0,0,0,0,2,29,43,1,1,3,0,0,0,0,0,0
2,29,43,3,1,3,8,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,3,11,3,10,0,0,0,0,0,0,2,29,43,3,11,3,0,0,0,0,0,0
2,29,43,3,1,3,27,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,3,1,3,23,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,3,11,3,5,0,0,0,0,0,0,2,29,43,3,11,3,0,0,0,0,0,0
2,29,43,1,1,3,26,0,0,0,0,0,0,2,29,43,1,1,3,0,0,0,0,0,0
2,29,43,3,1,3,10,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,2,1,3,20,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,2,1,3,36,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
2,29,43,3,1,3,4,0,0,0,0,0,0,2,29,43,3,1,3,0,0,0,0,0,0
2,29,43,2,11,3,40,0,0,0,0,0,0,2,29,43,2,11,3,0,0,0,0,0,0
2,29,43,2,1,3,32,0,0,0,0,0,0,2,29,43,2,1,3,0,0,0,0,0,0
